date,branch,region ,CATEGORY,SALES,PROFIT,quantity,orders
2024-11-13, A ,SOUTH,FURNITURE,417.22,119.84,1,1
2024-05-13,B,CENTRAL,CLOTHING,151.48,33.78,4,2
2024-05-15,D,East,FURNITURE,329.36,42.16,2,2
2024-08-22,C, WEST ,ELECTRONICS,419.63,100.46,1,1
2024-08-22,E, West ,ELECTRONICS,315.11,54.17,3,1
2024-10-02,B, Central , Clothing ,155.4,42.49,3,1
2024-06-27,A,East,Furniture,405.91,82.1,1,1
2024-05-25,B, South , Furniture ,411.74,98.98,1,1
2024-11-09, E ,WEST,FURNITURE,418.31,116.29,4,2
2024-12-05,A,East, FURNITURE ,637.02,137.38,2,1
2024-02-29,A,EAST,FURNITURE,407.96,78.79,2,2
2024-05-24,E,East, Furniture ,312.04,33.11,2,1
2024-04-14, C ,SOUTH,FURNITURE,428.79,113.42,4,2
2024-01-27, A ,SOUTH,FURNITURE,393.42,99.93,1,1
2024-01-23,A,CENTRAL,Clothing,165.27,37.12,4,2
2024-11-22,C,EAST, GROCERY ,71.24,17.47,11,5
2024-10-09,D,WEST,Electronics,273.58,55.61,1,1
2024-02-08,B,West,Furniture,486.11,91.29,3,3
2024-10-25,E, EAST ,Grocery,44.51,4.68,11,5
2024-03-06, A ,Central,FURNITURE,420.81,55.25,2,1
2024-01-21,C, EAST ,CLOTHING,201.16,42.21,2,1
2024-12-07,A,Central,GROCERY,93.58,27.23,9,9
2024-11-13,B,EAST,Clothing,169.0,35.64,3,1
2024-03-31, D ,West,CLOTHING,100.18,17.15,4,2
2024-06-19,D,East, FURNITURE ,298.46,30.71,1,1
2024-03-22,A,SOUTH, ELECTRONICS ,316.31,62.73,2,1
2024-08-28,B, East ,Grocery,59.36,7.99,11,5
2024-06-28,C,East,Clothing,124.28,28.21,2,1
2024-01-13, B , South ,FURNITURE,313.19,54.78,2,1
2024-05-22, A , Central , Furniture ,458.67,106.29,1,1
2024-11-24, E , South , FURNITURE ,422.3,48.19,4,2
2024-01-15,A,CENTRAL,Clothing,167.54,48.26,4,2
2024-10-24,C, West ,Electronics,381.81,67.82,4,2
2024-11-01,D, Central ,FURNITURE,249.64,71.97,3,3
2024-08-11,E, West ,Grocery,63.28,18.49,7,7
2024-10-22,B,CENTRAL,Electronics,271.14,72.93,4,4
2024-12-28, D , WEST ,CLOTHING,176.85,46.49,2,1
2024-07-05,D,West,FURNITURE,259.95,58.69,1,1
2024-11-15,C,West,FURNITURE,488.01,120.55,1,1
2024-09-16,C,South, Furniture ,387.93,97.03,2,2
2024-07-25, C ,EAST,Clothing,168.86,50.34,4,4
2024-08-03,D, EAST ,Furniture,229.95,38.67,3,1
2024-07-26, E ,West,FURNITURE,330.28,89.73,2,1
2024-05-26,B,South, FURNITURE ,415.9,50.17,1,1
2024-08-26,D, South , CLOTHING ,90.35,18.16,1,1
2024-09-18,D,East,Electronics,59.7,10.62,3,3
2024-05-25,E,Central,Electronics,296.45,83.32,4,4
2024-04-30,C, EAST ,CLOTHING,167.82,48.69,2,2
2024-03-16, A ,West,Clothing,185.86,42.07,3,1
2024-08-31,E,West, Grocery ,42.89,10.06,13,6
2024-07-31,E,EAST,GROCERY,40.84,10.55,8,8
2024-09-10,D,EAST, Clothing ,29.3,5.52,3,1
2024-12-01, A , WEST ,Grocery,98.91,16.83,11,11
2024-04-22, B ,South,Electronics,286.57,33.48,1,1
2024-10-12,B,West, GROCERY ,62.47,7.16,17,8
2024-03-09, D , CENTRAL ,GROCERY,35.11,4.11,9,9
2024-11-09,E,SOUTH,Grocery,46.48,8.13,7,3
2024-03-22,D, South ,Furniture,281.09,83.54,3,3
2024-05-06,C,South, CLOTHING ,147.84,25.91,4,2
2024-05-20,D,WEST,FURNITURE,245.26,29.98,2,2
2024-04-30, C , CENTRAL ,Furniture,505.61,51.71,3,3
2024-10-03,A,EAST,CLOTHING,167.72,20.71,4,2
2024-04-28,D,EAST,CLOTHING,104.49,26.04,1,1
2024-02-02, D , SOUTH ,FURNITURE,264.42,41.55,3,1
2024-10-04,D,South,ELECTRONICS,190.68,27.6,4,4
2024-04-15,D, SOUTH , Electronics ,190.32,21.84,3,1
2024-10-21,D,South,Electronics,207.59,61.0,3,3
2024-06-29,C, South ,Grocery,57.17,10.92,18,18
2024-10-02,E,East, Grocery ,49.43,10.72,9,4
2024-04-22,C,South,GROCERY,51.18,7.96,16,16
2024-01-15,D, CENTRAL ,GROCERY,36.5,7.03,16,8
2024-03-25,D,EAST,ELECTRONICS,231.68,68.32,4,4
2024-07-20,E,West,ELECTRONICS,231.08,55.37,4,4
2024-11-25,D,East,Grocery,28.31,6.71,8,8
2024-04-03,A,CENTRAL,Grocery,59.07,16.67,17,17
2024-06-16,B,South, FURNITURE ,348.04,99.73,2,1
2024-06-21, D , Central , Grocery ,34.34,3.74,6,6
2024-05-09, A ,SOUTH,Electronics,321.61,95.67,1,1
2024-10-03, A ,CENTRAL,Clothing,166.17,36.36,1,1
2024-11-28,A,West,ELECTRONICS,409.5,109.61,3,3
2024-05-06,B,WEST,Clothing,163.57,29.93,2,2
2024-05-02, B ,SOUTH, Electronics ,267.07,70.13,2,1
2024-10-15,B,South,FURNITURE,358.0,107.16,3,3
2024-07-07, B ,WEST, CLOTHING ,171.02,46.16,1,1
2024-06-08, A , WEST ,Furniture,490.05,93.16,1,1
2024-10-21, D ,South, Clothing ,81.57,18.24,1,1
2024-02-08,E,EAST,ELECTRONICS,300.26,36.85,4,4
2024-12-22,C,West,Electronics,583.04,118.96,2,2
2024-06-26, E , SOUTH , FURNITURE ,370.82,78.01,4,4
2024-02-05,E,Central,Electronics,298.54,37.86,1,1
2024-08-03,D,West, GROCERY ,39.14,9.83,19,19
2024-07-04,D, East , GROCERY ,36.19,4.61,7,7
2024-03-31,E,CENTRAL, GROCERY ,49.09,8.35,16,8
2024-08-26,D,Central, Furniture ,219.96,61.77,3,3
2024-05-05, A , CENTRAL ,GROCERY,65.23,13.23,8,8
2024-05-04,D,SOUTH,Furniture,239.73,65.32,3,1
2024-01-15,D, CENTRAL ,CLOTHING,113.06,14.63,1,1
2024-09-06, B , CENTRAL ,FURNITURE,379.44,72.79,4,2
2024-06-23,C, CENTRAL , ELECTRONICS ,318.47,63.22,2,1
2024-09-21,B,WEST, CLOTHING ,183.52,21.14,4,4
2024-07-27,D,EAST,GROCERY,26.96,3.39,13,13
2024-11-26,D,SOUTH,Electronics,168.19,46.98,4,4
2024-02-17, C , EAST , GROCERY ,60.3,14.08,7,7
2024-12-20,B,Central,FURNITURE,544.54,72.85,3,3
2024-08-30,E,Central,Grocery,42.98,5.82,16,8
2024-10-08, C ,CENTRAL,Grocery,46.79,9.39,6,6
2024-05-18,C,CENTRAL,CLOTHING,160.74,17.34,1,1
2024-03-02,B,CENTRAL,Electronics,299.67,82.32,3,1
2024-10-01, B ,East,CLOTHING,168.07,18.86,3,1
2024-09-04, C ,CENTRAL,Electronics,355.65,48.69,1,1
2024-04-09,C,East,FURNITURE,431.46,75.12,3,3
2024-04-01, C ,WEST, CLOTHING ,234.8,45.2,3,1
2024-05-20, A , West , FURNITURE ,511.59,54.91,1,1
2024-12-23,B,SOUTH,Electronics,439.48,88.92,3,3
2024-01-07,E,Central,GROCERY,40.67,4.94,19,9
2024-09-02, D , CENTRAL ,CLOTHING,34.48,5.31,3,1
2024-01-27,C, SOUTH ,ELECTRONICS,234.22,24.36,1,1
2024-02-03,D, SOUTH , ELECTRONICS ,168.94,20.94,2,1
2024-10-22, A ,East,CLOTHING,168.22,36.79,1,1
2024-10-15,C,West,CLOTHING,209.77,24.62,1,1
2024-03-01,E,SOUTH,Clothing,136.63,29.7,3,1
2024-09-24, D ,SOUTH, GROCERY ,9.03,1.42,7,3
2024-06-01, E ,SOUTH,Furniture,356.5,81.7,2,1
2024-10-18,E,WEST,Electronics,253.5,56.06,1,1
2024-04-16, B ,Central,ELECTRONICS,311.83,37.53,1,1
2024-03-21,B,East,Electronics,286.26,39.31,4,2
2024-03-21,A, South , GROCERY ,50.62,6.82,18,9
2024-12-18,E,South,Furniture,384.61,47.08,4,2
2024-01-17,B,Central,Furniture,406.02,119.33,2,1
2024-12-25, D , WEST , Clothing ,177.36,23.8,1,1
2024-05-15, E ,EAST,Grocery,48.8,13.95,7,3
2024-02-28,E,EAST,CLOTHING,171.62,43.57,3,3
2024-05-16,B,West, Electronics ,383.45,63.17,2,1
2024-03-25,C, CENTRAL ,GROCERY,56.15,6.91,5,2
2024-03-04, D , Central ,GROCERY,24.14,3.81,14,7
2024-05-19,E, South , GROCERY ,37.88,7.82,8,8
2024-02-11,E, West , GROCERY ,53.65,8.98,5,2
2024-06-14,E,Central, ELECTRONICS ,229.01,57.72,1,1
2024-02-16,B,WEST,Furniture,473.45,92.0,3,3
2024-10-22,A, East ,Grocery,49.38,13.14,5,5
2024-09-22, D ,Central, Clothing ,26.83,3.35,4,2
2024-10-26, D ,SOUTH,Electronics,192.21,21.78,4,4
2024-08-28, C , SOUTH ,FURNITURE,417.7,89.76,4,2
2024-06-13,A,EAST,Furniture,426.82,59.89,1,1
2024-07-29, D ,Central,GROCERY,30.27,4.02,18,18
2024-10-08,A,South,ELECTRONICS,341.61,58.68,2,1
2024-06-10, C , Central ,ELECTRONICS,325.5,58.1,1,1
2024-07-25,E, WEST ,Grocery,45.85,8.83,18,9
2024-07-30,A,East,Furniture,488.21,121.82,2,2
2024-11-14,D,South,Electronics,159.13,28.13,1,1
2024-04-14, C ,East,Furniture,460.74,129.6,2,2
2024-08-12,D, West ,Electronics,210.56,47.49,2,2
2024-11-18,E, East ,CLOTHING,146.59,18.74,4,2
2024-06-08, E ,WEST,GROCERY,49.42,13.78,8,4
2024-02-17, B ,West,Grocery,61.86,8.06,8,8
2024-03-01,B,SOUTH, FURNITURE ,320.71,34.22,3,3
2024-09-17,C,SOUTH,GROCERY,47.52,12.0,10,5
2024-08-29,B, SOUTH ,Clothing,130.31,15.91,2,2
2024-07-15,B,EAST,ELECTRONICS,292.39,36.69,4,4
2024-05-21,D,CENTRAL, Furniture ,300.23,43.79,1,1
2024-01-02, C ,Central,Grocery,52.2,12.74,16,16
2024-03-17, D ,South, Furniture ,286.92,43.14,4,2
2024-06-19,E,South,Grocery,42.36,5.77,9,4
2024-06-13,B, EAST ,Grocery,45.77,8.81,12,12
2024-04-29,D,West,Furniture,333.74,43.61,2,2
2024-08-30, D ,SOUTH,Clothing,96.21,9.97,1,1
2024-09-10,A, EAST ,Furniture,606.89,173.83,4,4
2024-02-21,D, West , Grocery ,45.36,10.95,12,12
2024-01-08, B , South ,Clothing,142.97,30.78,2,2
2024-02-08, D , CENTRAL , Furniture ,230.32,66.07,1,1
2024-11-15,D, WEST , Furniture ,366.11,69.62,2,2
2024-12-11,E, SOUTH , FURNITURE ,643.23,71.37,1,1
2024-11-16,D, WEST , Electronics ,243.1,63.35,1,1
2024-04-30,C,EAST, Electronics ,374.4,63.37,3,1
2024-08-10, A ,WEST,GROCERY,50.68,12.54,6,6
2024-03-26,C,West, Electronics ,322.47,41.33,4,4
2024-06-15,A,CENTRAL,Furniture,399.7,79.81,4,4
2024-07-10, D ,East, CLOTHING ,102.1,22.07,1,1
2024-09-28,D,East,CLOTHING,31.0,3.18,2,1
2024-03-30,A,South,CLOTHING,145.52,18.88,4,4
2024-09-11, E , East ,CLOTHING,149.86,17.54,2,1
2024-08-24,C, SOUTH ,Furniture,414.03,46.96,1,1
2024-12-07, A ,South,Furniture,658.25,93.46,3,3
2024-12-12, E ,East,Electronics,422.59,45.35,1,1
2024-08-14, C ,Central,GROCERY,55.47,11.81,18,9
2024-12-19,C,SOUTH,FURNITURE,707.23,127.41,4,4
2024-04-11,D,South,ELECTRONICS,138.74,18.18,2,2
2024-05-01,D,CENTRAL,FURNITURE,273.71,47.81,3,3
2024-12-24,C,WEST,GROCERY,92.46,21.15,14,14
2024-05-20,A,WEST,Grocery,63.61,15.47,16,8
2024-05-26,B,Central, Clothing ,141.51,14.92,1,1
2024-11-21,B,Central,CLOTHING,132.46,13.77,3,3
2024-11-17,A,WEST,FURNITURE,489.54,127.27,2,2
2024-08-13,A,CENTRAL,CLOTHING,179.56,21.53,3,1
2024-02-16, C ,Central,Grocery,48.87,10.78,12,6
2024-03-30,B, East , FURNITURE ,332.27,75.31,2,2
2024-09-28, E ,Central,CLOTHING,123.18,33.21,1,1
2024-05-11,D,Central,Furniture,302.37,68.02,1,1
2024-02-28,D,West,CLOTHING,126.57,33.54,3,1
2024-04-25, D ,Central,Electronics,192.93,32.61,4,4
2024-07-21, A ,Central,Electronics,304.82,52.6,4,2
2024-08-20, C ,CENTRAL,Grocery,52.62,13.47,14,7
2024-11-22,C,WEST,CLOTHING,198.71,42.36,1,1
2024-08-29,A, Central ,CLOTHING,170.66,33.61,4,4
2024-11-27,A,SOUTH,Furniture,446.41,110.86,1,1
2024-11-28,D,West,Clothing,106.33,24.35,1,1
2024-01-24, A ,CENTRAL, Grocery ,66.24,8.38,18,9
2024-02-29,A, East ,Clothing,185.35,49.03,1,1
2024-07-17, D ,CENTRAL,Grocery,31.79,6.84,9,4
2024-10-27,B, SOUTH ,Electronics,281.02,74.74,1,1
2024-09-07,E,SOUTH,FURNITURE,283.77,29.0,3,3
2024-01-17, C , East ,GROCERY,58.97,13.74,16,16
2024-08-15,B,Central,Electronics,313.01,88.54,3,1
2024-12-17, C ,Central,ELECTRONICS,401.12,43.88,2,1
2024-07-22,C, EAST ,ELECTRONICS,270.77,67.04,4,2
2024-08-20, A ,EAST,ELECTRONICS,366.72,65.23,2,2
2024-01-26,C,EAST,CLOTHING,159.47,27.29,4,4
2024-10-16,B, West ,CLOTHING,148.9,29.07,3,1
2024-10-27,B,East,Furniture,442.15,127.06,3,1
2024-03-16, E ,WEST, Furniture ,382.12,58.26,4,4
2024-03-15,B,Central,CLOTHING,152.48,16.82,3,1
2024-02-26,A, EAST , Electronics ,452.16,114.93,2,2
2024-07-02, B ,Central, Electronics ,254.04,29.22,1,1
2024-03-30, C , WEST , CLOTHING ,189.09,35.35,3,1
2024-08-03,E, West ,ELECTRONICS,369.01,97.35,3,3
2024-08-31,D,Central,ELECTRONICS,212.12,46.25,2,1
2024-08-19,E,East, ELECTRONICS ,312.72,37.0,3,3
2024-12-03, E ,CENTRAL,Grocery,67.18,14.0,19,9
2024-11-25,A,West, Grocery ,70.1,17.27,12,12
2024-07-24,D,WEST,GROCERY,36.59,9.87,10,5
2024-12-30,D,WEST,Electronics,383.95,75.98,1,1
2024-06-13, E ,EAST, Electronics ,267.52,57.14,3,1
2024-03-05,C,Central,Grocery,55.76,5.95,14,14
2024-11-01,E,CENTRAL,Grocery,40.25,7.42,12,6
2024-09-15,E, SOUTH ,ELECTRONICS,283.51,70.6,1,1
2024-12-25,A,EAST, Grocery ,89.4,20.46,15,7
2024-08-19,B,SOUTH,Furniture,336.11,58.13,2,2
2024-08-20,D,South, Electronics ,172.83,35.61,3,3
2024-06-09,D,Central,FURNITURE,305.04,55.18,2,2
2024-07-10,B,SOUTH,Electronics,275.41,63.99,4,4
2024-02-16,A, West , Grocery ,68.1,13.89,17,8
2024-02-19, C , East ,Electronics,379.85,73.08,2,2
2024-10-27, E ,CENTRAL,Electronics,265.44,26.56,2,1
2024-07-29,C, SOUTH , Electronics ,267.22,30.46,4,4
2024-05-27, E ,CENTRAL,Furniture,318.17,35.17,2,1
2024-02-23,E,EAST, Clothing ,179.52,32.25,4,4
2024-12-02, D ,EAST, Electronics ,294.51,49.26,2,2
2024-06-28,E,CENTRAL,Electronics,286.02,55.33,1,1
2024-05-22,E,East,GROCERY,48.3,13.07,12,6
2024-10-14,E,West,FURNITURE,445.89,125.77,4,4
2024-01-15,B,Central,Furniture,441.33,53.8,3,3
2024-06-22,C, West ,Clothing,154.49,40.11,3,1
2024-03-14, E , South ,ELECTRONICS,249.44,54.31,1,1
2024-03-13, A , West ,CLOTHING,214.46,53.33,2,2
2024-07-11,D,SOUTH, Furniture ,231.51,41.74,4,4
2024-03-21,C,CENTRAL,FURNITURE,416.18,51.63,3,3
2024-10-17, E ,West,ELECTRONICS,332.23,58.74,3,1
2024-03-20,B, WEST ,Electronics,345.46,49.49,2,2
2024-05-19, D ,South,Grocery,33.1,7.26,13,13
2024-11-06,D,SOUTH,FURNITURE,209.19,41.47,3,1
2024-04-20,E,WEST,Furniture,425.41,118.9,1,1
2024-08-08,A,Central,GROCERY,69.74,7.46,17,17
2024-09-26,C, WEST ,Clothing,177.11,48.18,4,2
2024-07-21, E ,WEST,Electronics,218.79,42.74,3,1
2024-04-14,C,EAST,Clothing,157.35,42.55,3,3
2024-05-10,C, Central ,Electronics,325.49,80.41,1,1
2024-01-04, D ,SOUTH, CLOTHING ,92.73,13.96,2,1
2024-03-07, D , East , Furniture ,281.28,34.29,1,1
2024-02-06,D,West,GROCERY,36.07,10.76,16,16
2024-01-10,D,WEST,FURNITURE,335.95,78.08,3,1
2024-10-21,D,South, GROCERY ,31.61,8.63,12,12
2024-05-28,A,SOUTH, ELECTRONICS ,329.1,49.05,4,2
2024-06-15,B,South,Furniture,380.09,50.2,3,3
2024-02-15,D,WEST,CLOTHING,102.0,12.36,1,1
2024-08-11, E ,South, Electronics ,237.45,32.73,3,1
2024-07-21,C, CENTRAL , CLOTHING ,162.83,42.99,2,1
2024-06-19, B ,West,ELECTRONICS,294.19,82.88,1,1
2024-09-28,E,East,Furniture,349.19,40.79,2,1
2024-06-28,B, EAST ,Electronics,293.28,62.17,3,3
2024-03-15, C , EAST ,Clothing,167.62,44.21,4,2
2024-11-04,B,West, Clothing ,150.45,23.57,4,2
2024-11-17,D, SOUTH ,Grocery,31.35,5.59,6,6
2024-12-14,E,CENTRAL,FURNITURE,523.64,131.3,3,1
2024-03-18,D, West ,GROCERY,36.36,10.53,8,4
2024-08-14,C,CENTRAL,Electronics,343.87,87.41,4,4
2024-06-29, E ,West,FURNITURE,367.4,42.23,2,1
2024-08-24,D,West, ELECTRONICS ,273.66,81.56,2,1
2024-07-07, C ,WEST,Electronics,321.52,70.37,3,3
2024-11-10, E ,South,GROCERY,50.92,5.76,16,16
2024-10-24,E,West, Grocery ,49.9,11.81,7,7
2024-10-19,B,Central,Grocery,52.85,8.18,14,7
2024-09-13,B,West,Grocery,48.24,11.52,11,11
2024-02-22,C,WEST,Clothing,186.38,21.71,4,2
2024-01-21,B,SOUTH, Grocery ,50.05,14.52,15,15
2024-09-25,E, East , Furniture ,429.8,80.14,4,2
2024-07-09, C ,SOUTH,GROCERY,46.04,8.27,15,7
2024-06-22,E,WEST,FURNITURE,400.02,118.73,1,1
2024-02-03,C,WEST,Grocery,68.93,9.83,19,9
2024-05-25,C,EAST,Furniture,450.5,103.76,4,4
2024-02-11,E,EAST,FURNITURE,416.12,122.19,4,4
2024-06-07,D,East, Electronics ,182.52,49.96,2,2
2024-06-07, E , SOUTH ,Furniture,329.58,83.12,2,1
2024-03-06,E, West ,GROCERY,56.03,7.07,7,7
2024-09-17,C, WEST , FURNITURE ,569.21,70.28,1,1
2024-06-07,B,EAST, Furniture ,377.69,89.56,1,1
2024-09-05,B,EAST, CLOTHING ,129.63,14.63,1,1
2024-03-20,A,Central, ELECTRONICS ,331.19,50.94,2,2
2024-09-16,E,West, FURNITURE ,391.47,40.06,1,1
2024-11-12, B ,South,CLOTHING,148.44,26.5,2,1
2024-03-24,B,EAST,Grocery,62.36,15.68,15,15
2024-01-23,D, Central ,Clothing,94.8,26.69,4,2
2024-08-15,E, Central ,GROCERY,49.37,5.95,13,13
2024-04-29, E ,East,Furniture,412.15,42.73,2,1
2024-08-28,B,CENTRAL, GROCERY ,40.51,10.34,5,2
2024-08-24,C,South,GROCERY,51.29,5.87,6,3
2024-03-23,B,EAST, Furniture ,440.93,116.8,2,2
2024-01-27,D,Central,ELECTRONICS,201.33,33.1,2,1
2024-12-30, E ,West, FURNITURE ,684.64,160.26,2,2
2024-02-12,B, Central , Grocery ,50.12,6.26,12,12
2024-09-19,B,South,ELECTRONICS,275.69,61.36,1,1
2024-04-23,D,CENTRAL, ELECTRONICS ,217.06,62.31,1,1
2024-07-31,A, SOUTH , Furniture ,394.49,87.75,4,2
2024-04-30,D,WEST, Furniture ,324.08,75.24,3,3
2024-04-24,A,Central, ELECTRONICS ,415.73,81.56,2,1
2024-12-31,C,East,Clothing,289.08,38.39,3,3
2024-01-20,C,South,CLOTHING,181.42,41.74,4,4
2024-12-27,D,SOUTH,Electronics,270.45,60.35,1,1
2024-02-10,A,CENTRAL,Clothing,164.96,45.26,1,1
2024-03-17, E , SOUTH ,Electronics,204.52,22.24,1,1
2024-05-27,B, CENTRAL , ELECTRONICS ,247.63,49.19,4,4
2024-01-25,B,SOUTH, GROCERY ,50.39,9.1,16,8
2024-02-02, A , South ,Electronics,310.64,83.28,3,3
2024-11-19,E,EAST, CLOTHING ,122.38,35.75,1,1
2024-05-29, D ,West, Furniture ,342.84,84.71,1,1
2024-05-03,E,South,CLOTHING,124.73,25.07,2,1
2024-12-06,A,CENTRAL,Electronics,561.85,59.49,1,1
2024-09-26, E ,West, GROCERY ,67.64,14.97,6,3
2024-08-28, A ,South,Furniture,488.89,145.9,3,1
2024-05-09,A,Central, Electronics ,357.02,61.35,2,1
2024-06-25,B,WEST,Furniture,369.37,54.36,1,1
2024-03-09,A, Central , Furniture ,351.81,63.7,2,1
2024-11-25,B, SOUTH ,Grocery,52.47,10.63,18,9
2024-11-19,B, EAST ,ELECTRONICS,338.27,38.5,1,1
2024-08-22,A, Central ,CLOTHING,155.71,34.04,1,1
2024-01-23,B,West,FURNITURE,433.86,100.88,3,3
2024-06-07,E,South, GROCERY ,39.51,7.1,13,13
2024-05-09,A,EAST,FURNITURE,445.75,45.38,3,3
2024-07-01, A ,Central, Furniture ,480.86,70.88,4,4
2024-03-04,C,SOUTH,Grocery,59.71,16.52,19,19
2024-08-13,D, CENTRAL , CLOTHING ,80.61,18.85,1,1
2024-09-11,D,Central,Furniture,74.55,14.16,1,1
2024-02-12,D,West, GROCERY ,40.76,7.01,13,6
2024-11-04,B,CENTRAL,FURNITURE,384.38,84.99,4,4
2024-02-22, A ,CENTRAL,Furniture,478.97,115.47,1,1
2024-06-05,D,South,CLOTHING,66.73,18.21,4,2
2024-12-19,D,CENTRAL, Grocery ,57.78,17.18,8,4
2024-01-22,C,South,Furniture,509.54,74.51,1,1
2024-11-23,A, West ,GROCERY,66.98,9.11,7,3
2024-07-05,E,EAST,Electronics,244.25,29.47,3,3
2024-03-14, E ,South, ELECTRONICS ,300.51,58.89,4,4
2024-03-05, A , EAST ,Furniture,517.05,53.5,3,3
2024-07-04,D, WEST , CLOTHING ,87.9,14.81,3,1
2024-12-13,D, CENTRAL ,Furniture,419.09,52.45,2,1
2024-08-15,A, EAST , FURNITURE ,483.07,66.5,4,2
2024-07-22,C,CENTRAL,Clothing,149.27,19.59,3,1
2024-02-28,A,East,Grocery,64.83,11.34,11,5
2024-09-22,D,West, Furniture ,81.14,12.08,2,1
2024-05-13,D,EAST,FURNITURE,285.15,34.97,1,1
2024-12-21,D,EAST, ELECTRONICS ,320.25,90.87,1,1
2024-03-10,A,South,CLOTHING,172.01,40.15,2,2
